Name,ZipCode,confirmedCount,curedCount,deadCount,updateTime
贵州省,520000,64,9,1,2020/2/5
福建省,350000,205,11,0,2020/2/5
福建省,350000,205,11,0,2020/2/5
黑龙江省,230000,190,7,2,2020/2/5
广西壮族自治区,450000,150,13,0,2020/2/5
辽宁省,210000,88,3,0,2020/2/5
辽宁省,210000,88,3,0,2020/2/5
广西壮族自治区,450000,150,12,0,2020/2/5
广西壮族自治区,450000,150,12,0,2020/2/5
湖北省,420000,16678,537,479,2020/2/5
河北省,130000,135,6,1,2020/2/5
河北省,130000,135,4,1,2020/2/5
海南省,460000,91,5,1,2020/2/5
海南省,460000,91,5,1,2020/2/5
吉林省,220000,54,2,0,2020/2/5
贵州省,520000,64,8,1,2020/2/5
广东省,440000,895,42,0,2020/2/5
安徽省,340000,530,21,0,2020/2/5
浙江省,330000,895,68,0,2020/2/5
安徽省,340000,530,21,0,2020/2/5
山东省,370000,307,15,0,2020/2/5
山东省,370000,307,15,0,2020/2/5
四川省,510000,301,24,1,2020/2/5
四川省,510000,301,24,1,2020/2/5
黑龙江省,230000,190,8,2,2020/2/5
黑龙江省,230000,190,7,2,2020/2/5
黑龙江省,230000,190,7,2,2020/2/5
辽宁省,210000,81,3,0,2020/2/5
贵州省,520000,64,8,0,2020/2/5
贵州省,520000,64,8,0,2020/2/5
湖北省,420000,16678,533,479,2020/2/5
重庆市,500000,376,15,2,2020/2/5
重庆市,500000,376,15,2,2020/2/5
重庆市,500000,376,15,2,2020/2/5
广东省,440000,895,37,0,2020/2/5
广东省,440000,895,37,0,2020/2/5
广东省,440000,895,37,0,2020/2/5
内蒙古自治区,150000,42,3,0,2020/2/5
陕西省,610000,165,6,0,2020/2/5
内蒙古自治区,150000,42,1,0,2020/2/5
吉林省,220000,54,3,0,2020/2/5
湖北省,420000,16678,525,479,2020/2/5
湖北省,420000,16678,525,479,2020/2/5
云南省,530000,124,5,0,2020/2/5
山东省,370000,307,13,0,2020/2/5
山东省,370000,307,13,0,2020/2/5
上海市,310000,243,15,1,2020/2/5
上海市,310000,243,15,1,2020/2/5
上海市,310000,243,15,1,2020/2/5
北京市,110000,253,24,1,2020/2/5
北京市,110000,253,24,1,2020/2/5
北京市,110000,253,24,1,2020/2/5
福建省,350000,205,7,0,2020/2/5
福建省,350000,205,7,0,2020/2/5
福建省,350000,205,7,0,2020/2/5
福建省,350000,205,7,0,2020/2/5
福建省,350000,205,7,0,2020/2/5
福建省,350000,194,7,0,2020/2/5
湖北省,420000,16678,520,479,2020/2/5
浙江省,330000,895,65,0,2020/2/5
天津市,120000,69,2,1,2020/2/5
天津市,120000,69,2,1,2020/2/5
青海省,630000,17,3,0,2020/2/5
青海省,630000,17,0,0,2020/2/5
湖北省,420000,16678,520,479,2020/2/5
湖北省,420000,16678,522,479,2020/2/5
天津市,120000,69,2,0,2020/2/5
海南省,460000,91,4,1,2020/2/5
海南省,460000,91,6,1,2020/2/5
河北省,130000,135,4,1,2020/2/5
江苏省,320000,341,13,0,2020/2/5
海南省,460000,91,6,1,2020/2/5
陕西省,610000,165,2,0,2020/2/5
海南省,460000,89,6,1,2020/2/5
陕西省,610000,142,2,0,2020/2/5
陕西省,610000,142,2,0,2020/2/5
香港,810000,18,0,1,2020/2/5
河北省,130000,135,5,1,2020/2/5
海南省,460000,89,6,1,2020/2/5
海南省,460000,80,5,1,2020/2/5
海南省,460000,80,5,1,2020/2/5
海南省,460000,80,5,1,2020/2/5
新疆维吾尔自治区,650000,32,0,0,2020/2/5
广东省,440000,870,32,0,2020/2/5
广东省,440000,813,30,0,2020/2/5
广东省,440000,813,30,0,2020/2/5
广东省,440000,813,30,0,2020/2/5
内蒙古自治区,150000,42,1,0,2020/2/5
湖南省,430000,661,35,0,2020/2/5
内蒙古自治区,150000,35,1,0,2020/2/5
湖南省,430000,593,31,0,2020/2/5
湖南省,430000,593,31,0,2020/2/5
湖南省,430000,593,31,0,2020/2/5
江西省,360000,548,27,0,2020/2/5
江西省,360000,476,20,0,2020/2/5
江西省,360000,476,20,0,2020/2/5
江西省,360000,476,20,0,2020/2/5
浙江省,330000,895,63,0,2020/2/5
浙江省,330000,829,62,0,2020/2/5
黑龙江省,230000,190,4,2,2020/2/5
黑龙江省,230000,155,4,2,2020/2/5
黑龙江省,230000,155,4,2,2020/2/5
江苏省,320000,341,17,0,2020/2/5
江苏省,320000,308,12,0,2020/2/5
江苏省,320000,308,12,0,2020/2/5
江苏省,320000,308,12,0,2020/2/5
青海省,630000,17,0,0,2020/2/5
贵州省,520000,64,5,0,2020/2/5
贵州省,520000,58,2,0,2020/2/5
安徽省,340000,530,20,0,2020/2/5
河南省,410000,764,41,2,2020/2/5
安徽省,340000,480,20,0,2020/2/5
河南省,410000,764,48,2,2020/2/5
安徽省,340000,480,20,0,2020/2/5
山东省,370000,298,13,0,2020/2/5
山东省,370000,275,11,0,2020/2/5
山东省,370000,275,11,0,2020/2/5
山东省,370000,275,11,0,2020/2/5
山东省,370000,275,11,0,2020/2/5
山东省,370000,275,11,0,2020/2/5
四川省,510000,301,23,1,2020/2/5
广西壮族自治区,450000,150,10,0,2020/2/5
河北省,130000,136,5,1,2020/2/5
吉林省,220000,54,1,0,2020/2/5
河北省,130000,135,4,1,2020/2/5
河北省,130000,135,4,1,2020/2/5
上海市,310000,233,12,1,2020/2/5
重庆市,500000,366,14,2,2020/2/5
重庆市,500000,366,14,2,2020/2/5
重庆市,500000,366,9,2,2020/2/5
重庆市,500000,366,9,2,2020/2/5
湖北省,420000,16678,522,479,2020/2/5
重庆市,500000,366,9,2,2020/2/5
湖北省,420000,16678,520,479,2020/2/5
云南省,530000,122,5,0,2020/2/5
山西省,140000,81,4,0,2020/2/5
甘肃省,620000,57,4,0,2020/2/4
台湾,710000,11,0,0,2020/2/4
江西省,360000,476,20,0,2020/2/4
河南省,410000,675,27,2,2020/2/4
河南省,410000,675,27,2,2020/2/4
辽宁省,210000,81,2,0,2020/2/4
湖南省,430000,593,31,0,2020/2/4
四川省,510000,282,14,1,2020/2/4
天津市,120000,67,2,0,2020/2/4
广东省,440000,813,30,0,2020/2/4
浙江省,330000,829,62,0,2020/2/4
天津市,120000,67,1,0,2020/2/4
天津市,120000,67,1,0,2020/2/4
山西省,140000,74,4,0,2020/2/4
陕西省,610000,142,2,0,2020/2/4
山西省,140000,74,4,0,2020/2/4
上海市,310000,219,12,1,2020/2/4
新疆维吾尔自治区,650000,29,0,0,2020/2/4
福建省,350000,194,3,0,2020/2/4
山东省,370000,275,11,0,2020/2/4
山东省,370000,275,11,0,2020/2/4
河南省,410000,675,27,2,2020/2/4
江苏省,320000,308,12,0,2020/2/4
河南省,410000,675,27,2,2020/2/4
湖南省,430000,593,30,0,2020/2/4
海南省,460000,80,5,1,2020/2/4
广东省,440000,813,27,0,2020/2/4
贵州省,520000,58,2,0,2020/2/4
贵州省,520000,58,2,0,2020/2/4
湖北省,420000,13522,397,414,2020/2/4
湖北省,420000,13522,395,414,2020/2/4
湖南省,430000,593,29,0,2020/2/4
广东省,440000,813,24,0,2020/2/4
湖北省,420000,13522,395,414,2020/2/4
湖北省,420000,13522,398,414,2020/2/4
湖北省,420000,13522,398,414,2020/2/4
浙江省,330000,829,60,0,2020/2/4
香港,810000,17,0,1,2020/2/4
山东省,370000,275,9,0,2020/2/4
河北省,130000,126,4,1,2020/2/4
山东省,370000,275,7,0,2020/2/4
辽宁省,210000,77,2,0,2020/2/4
北京市,110000,228,23,1,2020/2/4
北京市,110000,228,12,1,2020/2/4
北京市,110000,212,12,1,2020/2/4
重庆市,500000,344,9,2,2020/2/4
重庆市,500000,337,9,2,2020/2/4
西藏自治区,540000,1,0,0,2020/2/4
黑龙江省,230000,155,4,2,2020/2/4
辽宁省,210000,77,1,0,2020/2/4
山东省,370000,275,7,0,2020/2/4
湖北省,420000,13522,398,414,2020/2/4
云南省,530000,119,5,0,2020/2/4
湖北省,420000,13522,398,414,2020/2/4
湖北省,420000,13522,398,414,2020/2/4
湖北省,420000,13522,398,414,2020/2/4
浙江省,330000,829,49,0,2020/2/4
上海市,310000,219,12,1,2020/2/4
上海市,310000,208,12,1,2020/2/4
广西壮族自治区,450000,139,10,0,2020/2/4
安徽省,340000,480,20,0,2020/2/4
安徽省,340000,480,14,0,2020/2/4
天津市,120000,66,1,0,2020/2/4
海南省,460000,80,4,1,2020/2/4
天津市,120000,66,1,0,2020/2/4
天津市,120000,60,1,0,2020/2/4
澳门,820000,10,0,0,2020/2/4
湖南省,430000,593,26,0,2020/2/4
江苏省,320000,308,10,0,2020/2/4
上海市,310000,208,12,1,2020/2/4
广西壮族自治区,450000,139,7,0,2020/2/4
广东省,440000,797,24,0,2020/2/4
广西壮族自治区,450000,139,7,0,2020/2/4
福建省,350000,194,1,0,2020/2/4
吉林省,220000,42,1,0,2020/2/4
香港,810000,15,0,1,2020/2/4
湖北省,420000,13522,398,414,2020/2/4
内蒙古自治区,150000,35,1,0,2020/2/4
陕西省,610000,142,1,0,2020/2/4
宁夏回族自治区,640000,34,1,0,2020/2/4
江西省,360000,476,19,0,2020/2/4
陕西省,610000,128,1,0,2020/2/4
广东省,440000,797,21,0,2020/2/4
湖南省,430000,593,22,0,2020/2/4
浙江省,330000,829,48,0,2020/2/4
四川省,510000,282,14,1,2020/2/4
新疆维吾尔自治区,650000,29,0,0,2020/2/4
青海省,630000,15,0,0,2020/2/4
湖北省,420000,13522,396,414,2020/2/4
河南省,410000,675,20,2,2020/2/4
贵州省,520000,56,2,0,2020/2/4
江苏省,320000,308,8,0,2020/2/4
河南省,410000,675,14,2,2020/2/4
山东省,370000,270,7,0,2020/2/4
黑龙江省,230000,155,2,2,2020/2/4
安徽省,340000,480,14,0,2020/2/4
海南省,460000,79,4,1,2020/2/4
广西壮族自治区,450000,139,7,0,2020/2/4
吉林省,220000,42,1,0,2020/2/4
河北省,130000,126,3,1,2020/2/4
上海市,310000,208,10,1,2020/2/4
重庆市,500000,337,9,2,2020/2/4
云南省,530000,117,5,0,2020/2/4
湖北省,420000,13522,386,414,2020/2/4
山西省,140000,74,2,0,2020/2/4
湖北省,420000,13522,300,414,2020/2/4
甘肃省,620000,55,3,0,2020/2/4
安徽省,340000,408,14,0,2020/2/3
河南省,410000,566,16,2,2020/2/3
山东省,370000,259,7,0,2020/2/3
河南省,410000,566,16,2,2020/2/3
海南省,460000,72,4,1,2020/2/3
海南省,460000,71,4,1,2020/2/3
辽宁省,210000,74,1,0,2020/2/3
辽宁省,210000,73,1,0,2020/2/3
天津市,120000,60,1,0,2020/2/3
湖北省,420000,11177,300,350,2020/2/3
浙江省,330000,724,43,0,2020/2/3
浙江省,330000,724,40,0,2020/2/3
湖北省,420000,11177,299,350,2020/2/3
湖北省,420000,11177,295,350,2020/2/3
浙江省,330000,724,40,0,2020/2/3
河南省,410000,566,14,2,2020/2/3
河南省,410000,566,14,2,2020/2/3
广东省,440000,725,21,0,2020/2/3
广东省,440000,725,15,0,2020/2/3
云南省,530000,114,5,0,2020/2/3
云南省,530000,114,5,0,2020/2/3
广西壮族自治区,450000,127,7,0,2020/2/3
广西壮族自治区,450000,127,2,0,2020/2/3
河南省,410000,566,14,2,2020/2/3
河南省,410000,566,14,2,2020/2/3
河南省,410000,566,14,2,2020/2/3
河南省,410000,566,14,2,2020/2/3
福建省,350000,179,1,0,2020/2/3
四川省,510000,254,14,1,2020/2/3
江苏省,320000,271,8,0,2020/2/3
江苏省,320000,271,7,0,2020/2/3
湖南省,430000,521,22,0,2020/2/3
湖南省,430000,521,16,0,2020/2/3
安徽省,340000,408,11,0,2020/2/3
北京市,110000,212,12,1,2020/2/3
云南省,530000,114,4,0,2020/2/3
云南省,530000,114,3,0,2020/2/3
云南省,530000,114,3,0,2020/2/3
北京市,110000,212,12,1,2020/2/3
北京市,110000,212,12,1,2020/2/3
北京市,110000,212,9,1,2020/2/3
北京市,110000,212,9,1,2020/2/3
北京市,110000,212,9,1,2020/2/3
北京市,110000,212,9,1,2020/2/3
北京市,110000,212,9,1,2020/2/3
北京市,110000,212,9,1,2020/2/3
广东省,440000,725,15,0,2020/2/3
广东省,440000,725,15,0,2020/2/3
广东省,440000,725,15,0,2020/2/3
宁夏回族自治区,640000,31,1,0,2020/2/3
重庆市,500000,312,8,2,2020/2/3
重庆市,500000,312,7,2,2020/2/3
重庆市,500000,312,7,2,2020/2/3
湖北省,420000,11177,295,350,2020/2/3
湖北省,420000,11177,295,350,2020/2/3
上海市,310000,203,10,1,2020/2/3
上海市,310000,203,10,1,2020/2/3
山东省,370000,259,6,0,2020/2/3
山东省,370000,259,6,0,2020/2/3
黑龙江省,230000,121,2,2,2020/2/3
黑龙江省,230000,121,2,2,2020/2/3
新疆维吾尔自治区,650000,24,0,0,2020/2/3
上海市,310000,203,10,1,2020/2/3
上海市,310000,203,10,1,2020/2/3
上海市,310000,203,10,1,2020/2/3
云南省,530000,109,3,0,2020/2/3
天津市,120000,56,1,0,2020/2/3
天津市,120000,54,1,0,2020/2/3
天津市,120000,56,1,0,2020/2/3
天津市,120000,56,1,0,2020/2/3
安徽省,340000,408,8,0,2020/2/3
辽宁省,210000,73,1,0,2020/2/3
福建省,350000,179,0,0,2020/2/3
山西省,140000,66,2,0,2020/2/3
青海省,630000,13,0,0,2020/2/3
天津市,120000,54,1,0,2020/2/3
天津市,120000,48,1,0,2020/2/3
内蒙古自治区,150000,34,1,0,2020/2/3
青海省,630000,13,0,0,2020/2/3
青海省,630000,13,0,0,2020/2/3
陕西省,610000,128,0,0,2020/2/3
海南省,460000,70,4,1,2020/2/3
宁夏回族自治区,640000,31,0,0,2020/2/3
黑龙江省,230000,118,2,2,2020/2/3
江西省,360000,391,18,0,2020/2/3
广东省,440000,683,15,0,2020/2/3
湖南省,430000,521,16,0,2020/2/3
浙江省,330000,724,36,0,2020/2/3
湖北省,420000,11177,295,350,2020/2/3
河南省,410000,566,14,2,2020/2/3
安徽省,340000,408,7,0,2020/2/3
重庆市,500000,300,7,2,2020/2/3
江苏省,320000,271,7,0,2020/2/3
四川省,510000,254,12,1,2020/2/3
山东省,370000,246,6,0,2020/2/3
上海市,310000,193,10,1,2020/2/3
广西壮族自治区,450000,127,2,0,2020/2/3
河北省,130000,113,3,1,2020/2/3
海南省,460000,71,4,1,2020/2/3
山西省,140000,66,3,0,2020/2/3
甘肃省,620000,51,3,0,2020/2/3
天津市,120000,48,1,0,2020/2/3
贵州省,520000,46,2,0,2020/2/3
吉林省,220000,31,1,0,2020/2/3
新疆维吾尔自治区,650000,24,0,0,2020/2/3
香港,810000,15,0,0,2020/2/3
海南省,460000,64,4,1,2020/2/2
河南省,410000,493,10,2,2020/2/2
甘肃省,620000,40,3,0,2020/2/2
辽宁省,210000,70,1,0,2020/2/2
江西省,360000,333,12,0,2020/2/2
四川省,510000,231,11,1,2020/2/2
海南省,460000,64,3,1,2020/2/2
安徽省,340000,340,7,0,2020/2/2
湖南省,430000,463,16,0,2020/2/2
河南省,410000,493,9,2,2020/2/2
浙江省,330000,661,32,0,2020/2/2
广东省,440000,632,15,0,2020/2/2
湖北省,420000,9074,267,294,2020/2/2
湖北省,420000,9074,267,294,2020/2/2
湖北省,420000,9074,261,294,2020/2/2
湖北省,420000,9074,261,294,2020/2/2
湖北省,420000,9074,261,294,2020/2/2
浙江省,330000,661,31,0,2020/2/2
江苏省,320000,236,7,0,2020/2/2
天津市,120000,48,1,0,2020/2/2
湖南省,430000,463,15,0,2020/2/2
甘肃省,620000,40,1,0,2020/2/2
甘肃省,620000,40,1,0,2020/2/2
河南省,410000,493,5,2,2020/2/2
云南省,530000,105,3,0,2020/2/2
云南省,530000,99,3,0,2020/2/2
云南省,530000,99,3,0,2020/2/2
山西省,140000,56,2,0,2020/2/2
四川省,510000,231,4,1,2020/2/2
山西省,140000,56,1,0,2020/2/2
安徽省,340000,340,6,0,2020/2/2
安徽省,340000,340,6,0,2020/2/2
湖北省,420000,9074,252,294,2020/2/2
山东省,370000,230,6,0,2020/2/2
山东省,370000,230,5,0,2020/2/2
湖南省,430000,463,12,0,2020/2/2
海南省,460000,64,2,1,2020/2/2
海南省,460000,63,2,1,2020/2/2
湖南省,430000,463,9,0,2020/2/2
天津市,120000,48,1,0,2020/2/2
湖南省,430000,463,8,0,2020/2/2
海南省,460000,63,2,1,2020/2/2
海南省,460000,63,1,1,2020/2/2
广东省,440000,632,14,0,2020/2/2
北京市,110000,191,9,1,2020/2/2
北京市,110000,183,9,1,2020/2/2
重庆市,500000,275,7,1,2020/2/2
重庆市,500000,275,3,1,2020/2/2
北京市,110000,183,9,1,2020/2/2
青海省,630000,11,0,0,2020/2/2
西藏自治区,540000,1,0,0,2020/2/2
云南省,530000,99,3,0,2020/2/2
云南省,530000,99,2,0,2020/2/2
辽宁省,210000,69,1,0,2020/2/2
辽宁省,210000,64,1,0,2020/2/2
辽宁省,210000,64,1,0,2020/2/2
山东省,370000,230,5,0,2020/2/2
天津市,120000,48,0,0,2020/2/2
天津市,120000,48,0,0,2020/2/2
江西省,360000,333,10,0,2020/2/2
辽宁省,210000,64,1,0,2020/2/2
海南省,460000,63,1,1,2020/2/2
上海市,310000,182,10,1,2020/2/2
上海市,310000,182,10,1,2020/2/2
上海市,310000,182,10,1,2020/2/2
上海市,310000,182,10,1,2020/2/2
青海省,630000,11,0,0,2020/2/2
天津市,120000,48,0,0,2020/2/2
天津市,120000,45,0,0,2020/2/2
湖南省,430000,463,11,0,2020/2/2
湖南省,430000,463,8,0,2020/2/2
澳门,820000,8,0,0,2020/2/2
云南省,530000,99,2,0,2020/2/2
云南省,530000,99,2,0,2020/2/2
辽宁省,210000,64,1,0,2020/2/2
辽宁省,210000,64,1,0,2020/2/2
河南省,410000,493,4,2,2020/2/2
河南省,410000,493,4,2,2020/2/2
浙江省,330000,661,24,0,2020/2/2
浙江省,330000,661,24,0,2020/2/2
浙江省,330000,661,23,0,2020/2/2
福建省,350000,159,0,0,2020/2/2
福建省,350000,159,0,0,2020/2/2
内蒙古自治区,150000,27,1,0,2020/2/2
内蒙古自治区,150000,23,1,0,2020/2/2
内蒙古自治区,150000,23,1,0,2020/2/2
陕西省,610000,116,0,0,2020/2/2
黑龙江省,230000,95,2,2,2020/2/2
黑龙江省,230000,95,2,2,2020/2/2
山东省,370000,225,5,0,2020/2/2
上海市,310000,177,10,1,2020/2/2
江西省,360000,333,10,0,2020/2/2
山东省,370000,225,5,0,2020/2/2
河南省,410000,493,4,2,2020/2/2
北京市,110000,183,9,1,2020/2/2
湖北省,420000,9074,215,294,2020/2/2
北京市,110000,183,9,1,2020/2/2
北京市,110000,183,9,1,2020/2/2
河北省,130000,104,3,1,2020/2/2
吉林省,220000,23,1,0,2020/2/2
浙江省,330000,661,23,0,2020/2/2
海南省,460000,63,1,1,2020/2/2
天津市,120000,45,0,0,2020/2/2
浙江省,330000,661,23,1,2020/2/2
湖南省,430000,463,8,0,2020/2/2
吉林省,220000,22,7,0,2020/2/2
浙江省,330000,661,23,1,2020/2/2
宁夏回族自治区,640000,28,0,0,2020/2/2
安徽省,340000,340,5,0,2020/2/2
黑龙江省,230000,95,4,2,2020/2/2
江西省,360000,333,10,0,2020/2/2
广东省,440000,604,14,0,2020/2/2
广东省,440000,535,12,0,2020/2/2
江苏省,320000,236,6,0,2020/2/2
香港,810000,14,0,0,2020/2/2
贵州省,520000,38,2,0,2020/2/2
山东省,370000,225,5,0,2020/2/2
四川省,510000,231,3,1,2020/2/2
海南省,460000,63,1,1,2020/2/2
河南省,410000,493,4,2,2020/2/2
新疆维吾尔自治区,650000,21,0,0,2020/2/2
山东省,370000,206,4,0,2020/2/2
河北省,130000,104,0,1,2020/2/2
上海市,310000,177,10,1,2020/2/2
广西壮族自治区,450000,111,2,0,2020/2/2
湖北省,420000,9074,215,294,2020/2/2
重庆市,500000,262,3,1,2020/2/2
湖北省,420000,9074,215,294,2020/2/2
辽宁省,210000,64,1,0,2020/2/2
山西省,140000,56,1,0,2020/2/2
云南省,530000,93,2,0,2020/2/1
云南省,530000,91,2,0,2020/2/1
天津市,120000,41,0,0,2020/2/1
甘肃省,620000,40,0,0,2020/2/1
甘肃省,620000,35,0,0,2020/2/1
辽宁省,210000,64,1,0,2020/2/1
广东省,440000,535,14,0,2020/2/1
江苏省,320000,202,6,0,2020/2/1
安徽省,340000,297,5,0,2020/2/1
甘肃省,620000,35,0,0,2020/2/1
吉林省,220000,17,1,0,2020/2/1
青海省,630000,9,0,0,2020/2/1
海南省,460000,62,1,1,2020/2/1
河南省,410000,422,3,2,2020/2/1
河南省,410000,422,3,2,2020/2/1
广东省,440000,535,13,0,2020/2/1
天津市,120000,38,0,0,2020/2/1
湖北省,420000,7153,168,249,2020/2/1
湖北省,420000,7153,167,249,2020/2/1
湖北省,420000,7153,166,249,2020/2/1
湖北省,420000,7153,166,249,2020/2/1
广东省,440000,535,11,0,2020/2/1
云南省,530000,91,2,0,2020/2/1
广东省,440000,535,12,0,2020/2/1
安徽省,340000,297,4,0,2020/2/1
重庆市,500000,247,3,1,2020/2/1
广东省,440000,535,12,0,2020/2/1
湖南省,430000,389,8,0,2020/2/1
浙江省,330000,599,21,0,2020/2/1
浙江省,330000,599,21,0,2020/2/1
湖北省,420000,7153,166,249,2020/2/1
河南省,410000,422,3,2,2020/2/1
云南省,530000,91,1,0,2020/2/1
黑龙江省,230000,80,2,2,2020/2/1
海南省,460000,62,1,1,2020/2/1
甘肃省,620000,35,0,0,2020/2/1
新疆维吾尔自治区,650000,18,0,0,2020/2/1
吉林省,220000,17,1,0,2020/2/1
青海省,630000,9,0,0,2020/2/1
北京市,110000,168,9,1,2020/2/1
北京市,110000,168,9,1,2020/2/1
北京市,110000,168,9,1,2020/2/1
北京市,110000,156,5,1,2020/2/1
广东省,440000,535,11,0,2020/2/1
广东省,440000,535,11,0,2020/2/1
海南省,460000,62,1,1,2020/2/1
海南省,460000,62,1,1,2020/2/1
重庆市,500000,247,3,1,2020/2/1
重庆市,500000,247,3,1,2020/2/1
重庆市,500000,247,3,1,2020/2/1
湖北省,420000,7153,166,249,2020/2/1
河南省,410000,422,3,2,2020/2/1
安徽省,340000,297,3,0,2020/2/1
上海市,310000,169,10,1,2020/2/1
云南省,530000,91,1,0,2020/2/1
海南省,460000,60,1,1,2020/2/1
甘肃省,620000,35,0,0,2020/2/1
宁夏回族自治区,640000,26,0,0,2020/2/1
新疆维吾尔自治区,650000,18,0,0,2020/2/1
吉林省,220000,17,1,0,2020/2/1
青海省,630000,9,0,0,2020/2/1
山东省,370000,206,3,0,2020/2/1
山东省,370000,206,2,0,2020/2/1
山东省,370000,206,2,0,2020/2/1
辽宁省,210000,63,1,0,2020/2/1
湖南省,430000,389,5,0,2020/2/1
湖南省,430000,389,5,0,2020/2/1
上海市,310000,169,10,1,2020/2/1
上海市,310000,169,10,1,2020/2/1
上海市,310000,169,10,1,2020/2/1
天津市,120000,37,0,0,2020/2/1
天津市,120000,37,0,0,2020/2/1
海南省,460000,60,1,1,2020/2/1
香港,810000,13,0,0,2020/2/1
四川省,510000,207,3,1,2020/2/1
云南省,530000,91,1,0,2020/2/1
云南省,530000,91,1,0,2020/2/1
北京市,110000,156,5,1,2020/2/1
北京市,110000,156,4,1,2020/2/1
海南省,460000,57,1,1,2020/2/1
海南省,460000,57,1,1,2020/2/1
湖南省,430000,389,4,0,2020/2/1
江苏省,320000,202,5,0,2020/2/1
福建省,350000,144,0,0,2020/2/1
青海省,630000,9,0,0,2020/2/1
内蒙古自治区,150000,23,1,0,2020/2/1
新疆维吾尔自治区,650000,18,0,0,2020/2/1
湖北省,420000,7153,166,249,2020/2/1
江苏省,320000,202,8,0,2020/2/1
湖北省,420000,7153,166,249,2020/2/1
陕西省,610000,101,0,0,2020/2/1
湖北省,420000,7153,166,249,2020/2/1
湖北省,420000,7153,166,249,2020/2/1
湖南省,430000,389,3,0,2020/2/1
海南省,460000,57,1,2,2020/2/1
宁夏回族自治区,640000,26,0,0,2020/2/1
天津市,120000,34,0,0,2020/2/1
重庆市,500000,238,1,1,2020/2/1
山东省,370000,202,2,0,2020/2/1
吉林省,220000,17,1,0,2020/2/1
江西省,360000,286,9,0,2020/2/1
湖北省,420000,7153,166,249,2020/2/1
安徽省,340000,297,3,0,2020/2/1
广东省,440000,520,10,0,2020/2/1
黑龙江省,230000,80,0,2,2020/2/1
安徽省,340000,237,3,0,2020/2/1
安徽省,340000,237,3,0,2020/2/1
安徽省,340000,237,3,0,2020/2/1
安徽省,340000,237,3,0,2020/2/1
浙江省,330000,599,15,0,2020/2/1
江苏省,320000,202,8,0,2020/2/1
江西省,360000,286,9,0,2020/2/1
河南省,410000,422,3,2,2020/2/1
河南省,410000,422,2,2,2020/2/1
四川省,510000,207,3,1,2020/2/1
辽宁省,210000,60,1,0,2020/2/1
广西壮族自治区,450000,100,2,0,2020/2/1
湖北省,420000,7153,119,249,2020/2/1
湖北省,420000,7153,119,249,2020/2/1
河北省,130000,96,0,1,2020/2/1
上海市,310000,153,9,1,2020/2/1
重庆市,500000,238,1,0,2020/2/1
海南省,460000,53,1,1,2020/2/1
重庆市,500000,238,1,0,2020/2/1
重庆市,500000,238,1,0,2020/2/1
重庆市,500000,238,1,0,2020/2/1
山西省,140000,47,1,0,2020/2/1
辽宁省,210000,60,1,0,2020/2/1
甘肃省,620000,35,0,0,2020/2/1
辽宁省,210000,60,1,0,2020/2/1
辽宁省,210000,60,1,0,2020/2/1
浙江省,330000,537,11,0,2020/2/1
浙江省,330000,538,14,0,2020/1/31
湖北省,420000,5806,141,204,2020/1/31
广东省,440000,436,11,0,2020/1/31
湖北省,420000,5806,141,204,2020/1/31
湖北省,420000,5806,136,204,2020/1/31
湖北省,420000,5806,136,204,2020/1/31
台湾,710000,10,0,0,2020/1/31
台湾,710000,10,1,0,2020/1/31
江苏省,320000,168,5,0,2020/1/31
内蒙古自治区,150000,20,1,0,2020/1/31
贵州省,520000,29,2,0,2020/1/31
云南省,530000,83,1,0,2020/1/31
新疆维吾尔自治区,650000,17,0,0,2020/1/31
上海市,310000,135,9,1,2020/1/31
新疆维吾尔自治区,650000,17,0,0,2020/1/31
浙江省,330000,538,11,0,2020/1/31
云南省,530000,83,1,0,2020/1/31
海南省,460000,52,1,1,2020/1/31
贵州省,520000,29,1,0,2020/1/31
贵州省,520000,29,1,0,2020/1/31
广东省,440000,436,10,0,2020/1/31
广东省,440000,436,10,0,2020/1/31
内蒙古自治区,150000,20,0,0,2020/1/31
北京市,110000,139,5,1,2020/1/31
北京市,110000,132,5,1,2020/1/31
浙江省,330000,537,10,0,2020/1/31
云南省,530000,83,1,0,2020/1/31
重庆市,500000,211,1,0,2020/1/31
重庆市,500000,206,1,0,2020/1/31
山东省,370000,184,2,0,2020/1/31
山东省,370000,178,2,0,2020/1/31
重庆市,500000,206,1,0,2020/1/31
重庆市,500000,206,1,0,2020/1/31
重庆市,500000,206,1,0,2020/1/31
上海市,310000,135,9,1,2020/1/31
上海市,310000,135,9,1,2020/1/31
北京市,110000,132,5,1,2020/1/31
北京市,110000,132,5,1,2020/1/31
重庆市,500000,206,1,0,2020/1/31
重庆市,500000,206,1,0,2020/1/31
海南省,460000,51,1,1,2020/1/31
河南省,410000,352,3,2,2020/1/31
重庆市,500000,206,1,0,2020/1/31
海南省,460000,51,1,1,2020/1/31
重庆市,500000,206,1,0,2020/1/31
海南省,460000,51,1,1,2020/1/31
吉林省,220000,14,1,0,2020/1/31
上海市,310000,135,9,1,2020/1/31
上海市,310000,135,9,1,2020/1/31
海南省,460000,51,1,1,2020/1/31
辽宁省,210000,48,1,0,2020/1/31
云南省,530000,80,0,0,2020/1/31
辽宁省,210000,48,1,0,2020/1/31
北京市,110000,132,5,1,2020/1/31
北京市,110000,132,5,1,2020/1/31
